text,label,uuid
"Un lugar muy agradable para ir a tomar un cafe o un postre.
Recomiendo las crepas de nutela, estan de lujo.
El mejor helado que eh probado; Recomiendo el helado de pio.",4,3647
"El museo cuenta con dos plantas es pequeo y sencillo en el podrs ver piezas de plata trabajadas por Spratling un norteamericano que vivi desde 1929 en la ciudad de Taxco hasta 1967 famoso por su estilo y por su contribucin en la industria platera, tambin encontrars piezas prehispnicas que inicialmente coleccionaba y que despus decidi donar.Horario:Martes a sbados de 09:00 a 17:00Domingos de 09:00 a 15:00Costo$39Entrada gratis con credencial de estudiante.No se permite tomar fotografas.",2,1520
"Finalmente encontramos un carrito de golf disponible sin suerte en encontrar uno de las compaas de alquiler ms cerca del puerto del ferry. Caminamos cerca de North Beach y nos pareci que cobran 400 pesos por 2 horas. Nos dijeron que no pagar ms de 300 pesos. Finalmente encontramos una playa norte y despus de regatear el chico de alquiler acordado a 300 pesos, con gas y seguro.Si lo que quieres es ver Isla Mujeres, alquilar un carrito de golf. Fuimos a Punta Sur y era un buen Drive. Nos detuvimos en algunos puntos para hacer fotos. Nos dijeron que las ruinas/parque de esculturas es gratis, pero hay un cargo de $3 para ir. Las ruinas al final de este parque es muy pequea. No tuvimos mucho tiempo as que nos lo saltamos y fuimos al parque gratis al lado.Los cuartos de bao estn disponibles por una tarifa de $0,50 .",2,3486
"segundo viaje a la isla y este sitio todava es increble!! limpio, el personal es impresionante y la comida ... aaahhh la comida. buena taaaaaaaan :)",4,2626
"El sitio est hecha de varias hermosas cascadas de diferentes niveles con verdeazulada agua coloreada. El da que fuimos (28 dic) estaba extremadamente llena y el tiempo nublado.Sin embargo, en un tranquilo y soleado da, este lugar debe ser precioso!",3,1990
"Espero regresar muy pronto al hotel, nos encant a mis hijos y a mi, con muchas comodidades, alberca grande y muy bonita, restaurante con servicio muy bueno",4,2129
"Si quieres algo ms que comida mexicana, este es el lugar para estar! Muy bien ubicado en una de las plazas ms bellas de Valladolid, encontrar esta joya. Pedimos focaccia, pasta y una ensalada. Todo muy fresco, sabroso y deliciosa. Junto con un buen vino...tinto. Wauw!!Ms",4,4074
"Llegamos all unos 20 minutos antes de la comida, as que mi esposa y yo tuvimos un desayuno margarita. Una vez tuve el men del almuerzo, ped la hamburguesa y patatas fritas. Buena pinta con tillamook cheddar, bacon, el jalapeo saborear y cebollas. Despus de...esperar ms de 30 minutos, me pregunt cundo podra estar listo. Un minuto. Despus de 5 minutos, la comida lleg, a bollo y burger. He dicho y nos dijeron que mantener el camarero la hora sera compensado y nos fuimos. Servicio de restaurante y estpido estpido.Ms",0,517
"Estuve hospedada tres das en este hotel. Es muy cntrico, pero tiene algunas cosas que no me gustaron. Yo rent dos habitaciones dobles. La habitacin que les toc a mis hijos era muy oscura, todo el tiempo haba que tener la luz elctrica encendida. Ola muy feo a humedad, la pared despostillada y el aire acondicionado nunca funcion y nunca lo arreglaron. No se poda abrir la ventana porque est daba al pasillo por donde pasaba toda la gente y si uno abra la ventana todos te vean y escuchaban. Entonces el cuarto era un horno oscuro y con olor a humedad (cuarto 223). Dej bastante que desear. La otra habitacin estaba bien.",2,1912
Mientras mi estancia en el hotel el agua caliente se va y tienen un modo de arreglarlo que es dejando caer por muchos minutos el agua del lavamanos hasta que salga Caliente en la regadera.  El agua se tira durante muchos tiempo.,1,3393
"No nos toco comer, solo fuimos a beber a tlaquepaque, se nos hizo un poco caro ya que 3 cubetas de 10 medias nos salieron $1500 .. hay mariachi gratis en el quisco como 1 hora ya despues se bajan y cada mesa agarra su...Ms",2,1334
"Maya Bell es lugar rstico con ambas cabaas e instalaciones de camping. El restaurante estaba bien, pero el personal no era muy amable. piscina pareca mejor durante la noche que durante el da. cabaas cerca de la piscina son extremadamente ruidosas de los huspedes piscina debido a las delgadas paredes de papel. Las cabaas eran agradable nada rstico sofisticado. Maya Bell est muy cerca de las ruinas. es fcil y barato tomar un colectivo de las ruinas o a la ciudad.",2,4781
"Siempre es un placer descubrir talentos nacionales, un men elaborado con ingredientes regionales y de temporada llevados al lmite con la fabulosa creatividad del Chef, exquisitamente montado y con deliciosos sabores, sorprendentes combinaciones de ingredientes en cada platillo.

La coctelera basada en el mismo concepto,...Ms",4,4855
"Este lugar est a 20 minutos en coche desde San Cristobal en medio de un bosque de pinos, cuenta con muchos atractivos dentro de los que destaca la famosa gruta en cuyo interior se pueden observar formaciones de estalactitas, otra de las cosas que me gusto fue qu hay asadores que pueden ser utilizados si vas en plan familiar y gustas asar unas carnes, tambin cuenta con una tirolesa, y pequeo mercado de artesanas tpicas del lugar y comedores donde se ofrecen comida tradicional, cuenta con amplio estacionamiento y paseos a caballo. Te recomiendo visitar este lugar en tu prxima visita. ",3,2135
"Todo empez mal desde el estacionamiento, es muy incmodo, te molestan a cada rato para mover el carro y en una ocasin fue un mesero que no sabe manejar a mover los coches, le peg a mi carro y a otros 2 ms...

Los baos...Ms",0,3948
"La zona arqueologica de Tulum es una verdadera joya. Ademas de recorrer sus ruinas, es una delicia el contraste selvatico con el mar turquesa que colinda con dichas ruinas. Cuando vayan, lleven preparado un traje de bao para disfrutar ademas de una excelente playa.",4,3592
"Realize mi reservacin por internet y se me comento que al realizar el pgo en el hotel me facturarian ,  ya estando en el hotel y pagndo se Negaron a darme la facuta correspondiente , asi mismo como los consumos que realize en mi estancia , para lo cual me dijeron que no tenian sistema ESTE TIPO DE ESTABLECIMIENTOS deberian notificarse a la SECRETARIA DE HACIENDA ya que estan totalmente fuera de la ley , por otra parte cuentan con habitaciones en pesimas condiciones , viejas y con aire acondicionado ruidoso no se puede dormir  .",0,514
"Buena comida y estn teidas de encanto. Los muebles son hodge podge. El restaurante est situado en la azotea de un edificio con una vista, pero era de noche, as que no pudimos apreciar la vista.",3,4993
"Llegue y nadie me pfrecio la carta ni nada como por media hora y luego cuando porfin nos atendieron, ped una Coca-Cola y nunca me la trajeron. Adems la msica en vivo es muy movida",0,606
"Comimos all dos das para el desayuno, y debera haber ido ms. Sencillo, delicioso, y slo real comida sabrosa. Yo tena los huevos rancheros, y mi esposa un huevos, tostadas y desayuno convencional de fruta. Tenan un buen caf, y un montn de opciones para...el sabor. El lugar es un poco pequeo, aunque normal por las normas locales. Comimos dentro de un da, y el siguiente. El servicio fue muy atento. La comida es un poco lento, pero sin atributo que a ""hechos a la orden alimentaria"". Los precios, injustamente bajos. Siendo de los estados unidos, que segua sintiendo esta no era suficiente. No quejarnos.Ms",4,1255
"El cenote es mas un ro que un cenote.  De todas formas los colores son magnficos y el agua super cristalina.Pagamos 200 pesos por persona. Incluy la entrada, equipamiento para hacer snorkel y el gua.  El guia estuvo de mas, ya que el recorrido es uno solo,  son 250 metros aproximadamente entre la selva y rodeado de vegetacin.  El paisaje abajo del agua es tan bonito como arriba del mismo. ",3,2764
"Ayer, despues de un viaje largo en coche yo y mi novia eligimos de comer aqui por los buenos comentario de Tripadvisor! Acabo de salir de una consulta en el hospital porque mi esposa tuve una intoxicacin alimentaria..y dato que por sus problemas de estomago...Ms",0,2189
"Me aloj aqu por 2 noches como parte de una gira grupal. El hotel tiene una ubicacin muy cntrica cerca de la catedral, pero las calles son bastante estrechas, por lo que los vehculos ms grandes no pueden acceder directamente al hotel. Afortunadamente, el hotel tiene una pequea camioneta para transportar el equipaje desde un autocar hasta el hotel, y solo tuvimos que caminar unas pocas calles. El hotel pareca tener dos sitios muy cerca uno del otro, lo que fue un poco confuso al principio. Es un edificio muy histrico, es muy bonito y tiene mucho carcter. Nos ofrecieron ccteles de bienvenida a la llegada que eran muy agradables. El hotel es engaosamente grande, parece pequeo desde el exterior y el patio inicial, pero en realidad est bastante disperso.  No hay",2,850
"Haba un buen paseo de las ruinas, y una vez all, nos decepcion mucho. La playa estaba cubierta de algas y el lugar tena un 'viejo' aire, as que nos subimos a un taxi de vuelta a nuestro hotel",2,1666
"La atencin desde que me recibieron fue muy grata y clida, la comida fue excelente cada plato que nos sirvieron demuestra la calidad del lugar, muy recomendable el bistec a la yucateca y la cochinita pibil.",4,3277
"Estábamos encantados de visitar Sayulita playa después de que nos dijeron que era un hermoso, a la moda y comunidad artística. Estoy seguro de que nos tomó un giro como conjunto, nos pareció que estaba llena (como sardinas) playa de pared a pared personas (bien, silla plegable para silla plegable).La playa es preciosa y termina en una cala. Si alguna vez volvemos, creo que voy a intentar negociar que ruta en vez de los nervios de acero caminos viajamos en. No era un lugar para los conductores son tímidos.",1,1597
"Mi esposa y nuestros amigos dijeron que era de 2 estrellas. Pero mi carne era tan dios, me top a 3 estrellas.

Queramos aperitivos. Pensamos que pedimos aperitivos. Pero el camarero nunca escribi, de modo que nunca tuvimos nuestros aperitivos.

Limas y hielo adicional solicitado...varias veces.

Los otros dijeron que su comida no era nada especial.

No estoy seguro de que volvera.Ms",2,1662
"Una maravillosa construccin de un autntica mansin Real, que fue construida por el matrimonio Mier y Pesado, esto con el propsito de recordar sus tierras de donde venan, posteriormente lo abandonaron para regresar a morir a Francia y despus de varios usos el ultimo un asilo de ancianos, fue cuando las autoridades le cambiaron su funcin y despus de una cuidadosa y esmerada restauracin, esta hermosa construccin se convirti en el actual ""Polifrum  Mier y Pesado"".Por supuesto es visita obligada de propios y extraos pue dentro del mismo alberga varias actividades y espacios dignos de conocer como son: Museo de Cr-Cr, Galeras de Pinturas, Exposicin de Casas en miniatura, Zona gastronmica compuesta por varios restaurantes de muy buen nivel que incluye comida Italiana, espaola, mexicana, pescados  mariscos, etc...Tambin se disfruta de los enormes jardines y la bellsima construccin del Castillo que no dej de impresionarme a cada momento. La visita para disfrutarla lleva de 5 a 6 horas y creo que falta tiempo. Super recomiendo a los turistas asistir a un lugar tan increble y adems el acceso es gratis.",4,341
"Este es un gran lugar para ver todo desde las ruinas mayas, acceso a una playa privada y vistas al mar. Es extremadamente caliente, as que lleve un montn de crema solar, llevar mucha agua y sombra. Fuimos a las ruinas con una visita guiada privada que pudimos ir a nuestro propio ritmo pero tambin te informan sobre los sitios maravillosos.",3,3753
